id,name,artist_popularity,followers,genre
61NG8y3bPFr4CoTldEk6WU,Paolo Angeli,14,3860,deep free jazz
5V6tFhR6bo0AfvklxzQcqI,And Then There Were None,14,4402,christian dance
4vQgTCKK2OymTe2D8akBlg,Tristram Cary,14,1023,acousmatic
2To4jNx23pDgZJbZx9ynyJ,Johnny Maddox,14,956,honky-tonk piano
0i9t3ZUyYFXd1nZLJ1sRqb,Queen Chimera,14,10203,riot grrrl
5UhKMxkXUPTSFKUrVbAMdj,Peter Howell,15,1178,british soundtrack
4pD0TDma5JQSsb8aVN4Orb,The Redneck Manifesto,15,11617,instrumental math rock
3mraF5zs8F6dlE2FOeaawS,Pilates Studio,15,2245,pilates
0gdggS1jCNKXzFbUcOsotf,Nikki Sudden,15,5791,solo wave
40QdGpUkS23xQBhsAkmrTf,Keswick,16,1586,uk worship
474vK8QpU3WL9RxRCmo5cX,Kjetil Mulelid Trio,16,1268,norwegian jazz
3R0EMFbUS5NaombX9GQOn7,Merely,16,2499,metropopolis
4ONXEk7kAwoXUJUatvIpLU,The Pilgrim Jubilees,16,8676,contemporary gospel
6ajHSKuOp3WolBjTkvi8Ww,Jimmy Sturr,16,1441,polka
"07mlkNoHj4X0n11DmGBptw,""Billy """"The Kid"""" Emerson"",16,1995,rhythm and blues"
6Si6obxYS5yBJrdpZieVf3,Jerry Joseph,16,4638,western americana
5GmEuYwdFxc1bdl8Id3m7e,Lalu,16,2526,deep progressive rock
6Uhcb4YBtQmZJKL3jBpPX4,Deke Dickerson,17,7300,neo-rockabilly
5sAdGAVelzrPddqEqfNRDm,Razorrape,17,8024,goregrind
5tJ7jELYPd8ZRIp6dbHS7I,Karmakanic,17,11898,neo-progressive
6BsL2HkIj6DBL1tYuswybL,Enine,17,2835,indian edm
42YCCI0lmBcMB7s5gmXVDF,Orlando Consort,17,4327,choral
1POLVKYLA6vcDLln7YkGLz,NOLIVESMATTER,17,2160,necrotrap
0jZNuKQjHZqSJolXzi8kDV,Paint The Sky Red,17,7930,instrumental post-rock
6JVLqhpcrlRroql6UduuqC,Db Mandala,17,3343,indonesian emo rap
6YVY310fjfUzKi8hiqR7iK,Gangway,18,3681,danish pop rock
7pngx7BrbiM6QFuaHyw0RY,Juicy Lucy,18,13671,british blues
71jiZJ6LUwYWXihX80dZD0,The Jazz June,18,9472,emo
6Pe8wvqAWxK6nFhwHjb0GD,Halgrath,18,2462,dark ambient
4r1FGzKdQcTiDDPesf9x7Z,Ascent Project,18,5600,anthem worship
1OGsX8U5glpXRgvkBNHFyQ,ch2rms,18,4036,glitchcore
0p6NrdHl8dQQALGIqVcrjt,Sophia Eris,18,4328,minneapolis indie
0pPxbMpxTtkh15mvvjewGV,P.K.14,18,17035,chinese indie rock
091qawliSXQJY61TErt76J,Lyktum,18,4431,full on
6IWWVFu6hqi1IJ5qwGXJBc,Mystifier,18,25612,black death
62gHwaZEtHenaB124IuOW8,The Whigs,18,9810,athens indie
3CcqTY5fsD6Bli5ecGhDKz,William S. Burroughs,18,17785,beat poetry
3uicVMR3k5xPb0cD4JsMv1,GS,18,4449,christian hip hop
3j8SFKYjKXAPnqPHwlnp3R,Cheryl Frances-Hoad,18,523,21st century classical
271JnVctej1qIXvWIL8jRB,Morning Glory,18,14621,crack rock steady
5hmUF4owAsrwthZ4K5k5dy,Monica Rocha,19,3950,souldies
4kBVrYasuaH3Ofw7ag9zJS,GODLESS,19,5073,drift phonk
0MOZUpmwkWLuzLm3pM3ETD,The York Family,19,1561,family gospel
0FUbZjWFfOVHZBvpgqqfTL,Chris Barber's Jazz & Blues Band,19,2733,dixieland
3Td06I1OWFLWLob20A7cWu,The Whomping Willows,19,17001,wrock
3OxjjcGD94EPwRZ4ukKeuD,Nikotina,19,3511,euskal reggae
2X4fqHcy2QZM9MkITcNYYx,Nate Fredrick,19,2799,midwest americana
1wRjJI80Z1xUT2aFdn7aru,GEAVN,20,1311,cloud rap francais
2qNGvvsycqPDFxAVGUNbMw,Shebang,20,3873,swedish eurodance
6CA6qrIOVvXVty66LdEem8,Ray Manzarek,20,10698,rock keyboard
6OGNyv8Z63eYqmkN17mpwW,Profanatica,20,23799,black death
6U9PwS3WsiKBVewf7wtwIZ,Joan Of Arc,20,20605,chicago indie
5HGiYfzLihy6ko4T5231Pw,Nirvana Handpan,20,813,handpan
0RqTa9g1FGwU3VIhW2SNI9,All Bossa Too,20,948,bossa nova cover
6TBVRWjGKSLCZwhqSQ03pK,Faye Fang Kaew,20,19309,thai teen pop
0eIYH8dqSwOAsaXuPdpcL3,Paz Nirvana,20,2194,musica de fondo
2wPJk7rbYOFBnU3lBZS5gX,Chained to the Bottom of the Ocean,21,9493,black sludge
2xvMW90GTdcJXTzUmBZG6J,Grizz,21,4536,cali rap
38oeklBEe3D45OoHA6L4iY,Cinematic Meditation,21,361,meditation
3IDc9dwsYxnhg0RjCMNl2B,Tantric Music Masters,21,1670,erotic product
2PE4urJkkOhh5u7ze2vrap,James Day,21,4171,smooth soul
5gcxdZ3ZghD2XNc8ptMLZq,Hysteric Panic,21,13724,animegrind
7lqVTxfOywIDg6yGHUiwTJ,Mary Coughlan,22,9736,irish singer-songwriter
1GNzgaXdYGtEP5xOqCsdSq,Cult Of Fire,22,22318,atmospheric black metal
1vLFIIIwNjiO8VSNnh8nLh,Noordpool Orchestra,22,12552,modern big band
5FobI8tX7XLuLImE2C3FJV,Jaro Cristo,22,3414,rap espanol
4r8uFLgGpVboorHRyfCi4f,Home T,22,1517,deep ragga
0RIlGvo0OBtWiLsytJVkW9,Antoinex,22,4071,native american hip hop
6R1b13BgmP15f21dQZpFz9,Pynch,22,5938,crank wave
77xJf67Cuu7UPJgJoClESG,The Pink Stones,22,3753,alternative country
1q7m1DacLfRgt38Wdin4yH,Zebra,22,53735,glam metal
7KndNWOymXIAJZDOBdgiT1,DJ XBOX360,22,10229,drift phonk
5NRdz3sJhdfzGhHE9zK5Lz,Fay Claassen,22,4179,dutch jazz
3w6oKUR5lVtFtg6eMjgqao,Killswitch,22,3557,san diego rap
31X6W8Y4y9E0G78r5Y2rXG,Crystal Shawanda,22,9768,canadian country
2gbULTKiTcbVhrVXKJ1tCV,Woozy Youngster,23,89,study beats
7pq7EnlN1IHSyffRTklSqP,Young Jesus,23,13520,indie psych-pop
3d5usliWmjkMKGsv2X341Q,Beach Slang,23,36881,indie punk
5XqyqoLZXA69lCNyBT3f89,Irreversible Entanglements,23,14794,experimental jazz
55tLEUlrzGNtACuMVJZHNf,Peter Ivers,23,8283,psychedelic folk rock
5CDHEnQ7vIRfL4I18XnLQb,Waldo's Gift,23,8636,uk contemporary jazz
0kKqcNnMxdktsw8ez8LWCG,Melicia,23,19181,full on
2UU01zkZXNVpNux7wIBM8N,The Johnson Mountain Boys,23,9740,banjo
5eAD22qkgKXFfoP2Z58lU6,PHI NIX,23,2168,samurai trap
1yboBrfDMPU8uu5FtjXKuv,Ranjani-Gayatri,23,67081,carnatic
1N0uTSN7HQpzJYmQIvsusL,Serph,23,19290,glitch pop
67ksWWGLUlYBPdQjZyDFFt,Gaêlica,23,6953,caracas indie
58xGXqTPjJWfwBCQxjPC6W,Mou,23,3937,electro-pop francais
5OBJZtgvHxSJZYyQ8T9AoS,Faraquet,23,21885,instrumental math rock
3e07AHzXnSbfuIBc6IHNio,Dzulfahmi,24,3348,indonesian emo rap
6A0OhEyMfSsEmD5qH6jwdo,Tommy Johnagin,24,12832,comedy
748mYOdaWuFH4wXCvsvInR,Dizzy Reece,24,4538,british jazz
6ShqyafouDcEeQVmdVuTzR,Chaitanya Hari Deuter,24,2954,berlin school
5yp0kBtdnmEAqQE02L7Wox,Nipun Aggarwal,24,3478,mantra
7LwqgxFhTy3V2wwa2h37B7,The Greenes,24,6800,family gospel
1k5pK28cJaiso3iuU1f2nt,Divide,24,8770,indonesian post-hardcore
1qZnWtvzKVV0lJQZBapchU,Jay McShann,24,6921,jump blues
76RtDwuzicmWLEEE5ZtqIj,Portland Cello Project,24,11819,bow pop
2X2KBI2OrNMci6TDQAXCA6,Sold Soul,25,14993,blackened deathcore
6yv0Vd63iiAaW4665Cs9vT,Higher Power,25,23871,modern melodic hardcore
1YPYaJyUobMi0eABhZo92N,Half Japanese,25,23296,experimental indie rock
2D33pq4ECo3gsLbRt3eeo6,Animal Alpha,25,15257,norwegian rock
0SOCskFcUcLj7Ful8w8KrL,David Bromberg,25,31829,country rock
6uuENNYnv6R8dVpogSmDWb,La Sombra De Tony Guerrero,25,10888,tejano
4oEpUae4MWlyjaGx5751ho,Shyn,25,13112,malagasy folk
5lTLTAqKUfxarbtS8Tq6zJ,Katteni Shiyagare,25,3778,japanese rockabilly
1ZllxyGx0kJ3GZd2YbVUXM,Charlie LeBlanc,25,10108,classic praise
7xVgcD64SOhLoXfCxN7yg8,Delia Derbyshire,25,19177,british electroacoustic
0aH9ilLL1xDna0ze4NacHD,Astro Burger,25,505,schweizer rap
4z9qdU7fZTF4fY5PTviqtL,Damar Jackson,26,14416,pop r&b
4i0SjpbBjUgLY2QLzYliOP,Web,26,2140,italo dance
02Gz7Nb7bIi0oxLIXYELYd,The Foxies,26,19119,charlotte nc indie
2cw7QQfN0zs6QUUGvhYp56,Galkin Evangelistic Team,26,12291,baptist gospel
4U3wb0z7BUtP0n2ZWdEOrT,Gunhild Carling,26,17987,swedish jazz
6Dy7Ex5zlTLgXbsB92rPji,iSHi,26,7635,swedish pop
0oN8IZB1C3lY1ABKwJOu1I,Kiha & The Faces,26,27235,k-indie
0zvND4IqnGShzA7X47MIkp,The Burkharts,26,8044,buffalo ny indie
44WAE5KobmXszZus98ssZn,Harper Zen,26,1648,sleep
0bDw4crr1aysTpUTjI3Wqx,Club 8,26,18304,swedish indie pop
2xFvycgO8RcKhdZPo5hMmp,Alchemist Project,26,9717,klubowe
39Yw8FPJXDJyf5L4vK7TD3,Snuff,26,26146,melodic hardcore
13HCSe8J92zo90TYuzjeHB,CKK,26,4919,german cloud rap
5HmLR4HqjD26gswK3dkxI5,Swishahouse Presents,26,17306,chopped and screwed
4vIlHBnzWKbmWe8ZOkT1ZT,Lil Yase,26,30258,cali rap
5vDWsMvaFghBZj9e6y8qSk,Roy Orion,26,1711,deep big room
7Hbhksw9E9NGS44qobhTSX,Nutty Nys,26,29728,south african deep house
5tGDXwaO3qq4w9mAhZHwZY,Seamus Blake,26,11159,canadian modern jazz
0vDdlaPkN2w0ibESVsrI3F,The Network,27,26904,bay area indie
7HY8lCkyEUSL5jfENlkshV,Glenn Jones,27,11816,american primitive
25JN9vPFGeYAhoaYyVGuwC,Tony Lucca,27,12849,acoustic pop
1LLPuhfbAFbEac4iGsv4s8,Nirwana Band,27,34757,indonesian pop rock
1hO7u836ntSuPofTfvjzr6,Petra Haden,27,4368,alternative pop
7CX0oLMMm1Z3ShRo0LAiWb,Джиос,27,15038,russian dance
4AAXAVOZ3fw7M8ILLrKLvs,We Are The Union,27,23109,easycore
0Ut5FcDeEgaM9PM3LvnH6j,Dillon Nathaniel,27,19516,bass house
0OVmEzLDCaJvoQzKXWuY84,The Beets,27,16600,garage pop
5rWKAmlxinr3muqedXVIHa,Georgie Fame,27,15342,british blues
5xtI3rNhEt5oabFUSZWBhm,Emad Sayyah,27,7243,belly dance
5XThsmRraC5gvRpetD2S1q,Tim Schou,27,5387,acoustic chill
2zSHqHILFTgz1xT3hopJQr,Ray Boltz,27,35590,christian music
7MsfV9iU1jXeSocUOSL971,Father's Children,27,9936,traditional soul
7wi1x9DxLtqnhzJIQa7JQF,Carlo Gesualdo,27,15195,classical
3OmuR7XFXBig8yLeMSm9mU,Barry Mann,27,6013,brill building pop
2KVSnLE8OkCi50mbRsBtWU,Cvlt Ov the Svn,28,13329,finnish metal
3fUJRJVTuLiDGLXk0TBPuS,Caneras,28,54460,turbo folk
7FOzRq0zHRURH1FKGdhuuy,Bulent Cakmak,28,10445,turkish edm
55iypHdTn9S7ciwKfV4SXc,Nirwana Trio,28,7151,batak
2qnxLUnC8Du7DCNbbOYkyA,Buddhist Meditation Music Set,28,14651,meditation
4J33tsbR21m58WoT2ROPad,Alitasia,28,5081,classic venezuelan pop
6BJ87U6Uhgfu6RWcWGRkPq,Grass Kid,28,792,chill house
3v5Fnk4Ndo6TlWhltaFdp6,I'm DMA,28,2894,hard bass
5Hr53UjzhLt2qU7XL7OFh8,John Garcia,28,28794,palm desert scene
2tMAaxsOEo9KCueEhtf2rp,Deficit,28,6995,australian metalcore
75F4LwSWRqzT10Lw1xMRCP,Bebo & Cachao,28,1200,latin jazz
4nFeDokrGnnfMWMMZBjvan,Angerkill,28,3334,uptempo hardcore
1nf0nRF0W4ybnJdda00pKY,The Swon Brothers,28,41711,classic oklahoma country
59DcOmdlmKUgsUrb2S7Nb6,DMVU,28,21557,experimental bass
5vuEKqaoIXJjZWOGxfXCzN,Arms Akimbo,28,9903,hopebeat
2TzDFGYjzVbaSEA3msOpqI,Lando Chill,29,8789,experimental hip hop
6lyZLY4z9hbigu4C7VUwPe,Elma Sinanovic,29,24247,narodna muzika
3nm0KMLo1Z6hyJ4QYa0x9r,The Business,29,48036,oi
0mopUs7SL5szuPOcOsS73A,Georgie Fame & The Blue Flames,29,10550,british blues
5ac41g3jUH9rBoe6zawiaB,The Lancashire Hotpots,29,14904,british comedy
7rXo5QTwwFBYZ5Z3veUVg8,Texas Is The Reason,29,36138,emo
7hsuVq0DQonl3PnP7qkfvP,The Sapphires,29,4743,brill building pop
1U7SiJjX2xOz8I0QFCEeDK,Paolo Ferrara,29,11653,spanish techno
5AcIoQwjyBFFjzxh8UAQlj,Mother Falcon,29,28867,austindie
3lspjc5pri1bNeok8vsG5E,Fresh Life Worship,29,16959,anthem worship
7gOIcm4Mhn5wiKDUt7vY36,Dilby,29,4268,nz electronic
1VFYpTpgmp7ANXqok2dTg3,The Body,29,57243,death industrial
5FKABVMDKiED2mhi8bFSVx,First State,29,20129,dutch trance
20gYC2p1pQX075rBaOOgGP,Wan Thitima,29,17114,classic thai pop
5R76YG5aRtZcXohk9NUju2,Rev. Timothy Wright,29,56539,gospel
3c8YvfkS0P01LGTynw582C,Asian Traditional Music,29,9562,chinese traditional
6UL36cjbjKULoNZzMHrif6,Musica para Meditar,29,19441,musica de fondo
2LLoV50BjWiUio4K2t4fGN,Lapili,29,19416,rap latina
4l65AlrXvlx2y500dqKcI2,Cristy Lane,29,5310,country gospel
3K0u138EjCuhbWEwUnGwmu,Roets,29,4621,dutch hip hop
4hX5bnF8mzbfHS8v9uHOwk,Flight Paths,29,13908,gymcore
552SWmdxvYk7tpaizbQlhO,WDNG Crshrs,29,16522,atl hip hop
2J0gmf5wvuKOImyWFuvTv5,Unspokenviews,29,1476,oc rap
05ycwBAg6CYEweEbZgAYeT,Sukrit Wisetkaew,30,121723,thai pop
2ilDS07rnwdAstfI0xLGKb,Ernstly Etienne,30,2752,pop worship
36JJbH66Q0tZbKcnjvliDT,Wubbaduck,30,24913,gaming dubstep
56Z4uEVUQTmYESTHyrPECN,Alap Desai,30,8480,gujarati garba
4lOwCvuSv7ickecVE7dUBk,4lienetic,30,9330,chillstep
7CINZTW4RTKs0n2fAvIoqq,Xtha,30,8154,pixel
2kUUaHnVe0rRarZqRZgHEY,Sharon Redd,30,31084,boogie
1w2bfb8QyKJRAJkvHILWVg,裘海正,30,5725,classic mandopop
2izm16Jd9ifkaqR5fxzlTK,Dorinda Clark-Cole,30,115848,gospel
5cdRW3M7PAo9EAB0qYk8bU,Swerzie,30,24881,dark trap
3Uvzk4iffO4mvchgRNJjbs,Audiojack,30,32659,deep disco house
0Adi1C37oMa2axoBWcMtxq,Bucky Pizzarelli,30,7857,jazz guitar
2LOTVIYY3MUcBzUPyy8kzw,The Hipster Orchestra,30,18028,classify
4kRrzJmZYK395DI4VdSmAo,Los Santaneros,30,10022,chicano rap
1YNEZ3IgmO0py6wekmwMxE,Derek Warfield,30,8664,irish folk
6AoVAVoJmW1VsrcTQ63Til,Segun Akinola,31,3870,orchestral soundtrack
3kGhAL9j1WyNjNkWTRQd8T,Atlas Sound,31,108393,atlanta indie
7FufRSScdhlfHyTz0aFsTc,Amanda Fagan,31,22598,pixel
4Mi0HRJHfc50a8ZmdvitZv,ZenLifeRelax,31,6798,432hz
0a85EJEd3a9RGM9ops09rZ,Billy Lee Riley,31,28871,arkansas country
6gCwR8CCL5jkaCNcmw26rI,Triptides,31,18720,indie garage rock
0hGzB35FiKuH87AIIHwrVb,Marvin Sease,31,106853,southern soul
6tberbrKFcndFNn2Yj2Ber,Zen Méditation Ambiance,31,9344,zen
3bIAUCN08OjlkGrqRjJDji,Playa,31,55756,contemporary r&b
0XKPHX4BZDrtSEr3Pd1Q4k,Karen Elson,31,31841,british singer-songwriter
7tycJ8FDKH2GES20CnUa4D,GT Garza,31,20727,chicano rap
5LEK1kaklDfReP092sVvGd,Bruno Pernadas,31,43128,portuguese indie
3TUYqYNCqgqeqkBZVyxEi6,The Louvin Brothers,31,33268,appalachian folk
0HEAqFUled7OyqMxEATI1Q,Eddie Rath,31,6752,anime rap
0HrOhPmbqaxsuRlfJ5SExg,American Pleasure Club,31,36771,lo-fi indie
33itzdcS4y00FCGR23sleH,Mioko Yamaguchi,31,6754,classic city pop
1owt6WYWjy94FlqNcj1x4U,Chamras Saewataporn,31,2842,thai instrumental
68EkPt5iRraARf9QgW093I,The Travelin' McCourys,31,16365,bluegrass
1IDLHVDUKWnQ92dgvar9es,Yosef Karduner,31,24451,israeli singer-songwriter
6w9iqkoyGAs9PRssKIvq9G,LeMarquis,31,10094,new french touch
02frazNrWgZCxUEf4UTfHt,Van Der Graaf Generator,31,131512,art rock
6FIaadxhvDeZI4RAd06Dnx,Lifeway Kids Worship,31,5239,vbs
1Mhq1g88z5a6wYqaAoYpIA,Anzan,31,2422,zen
5phpqqI3Eo7iLP8ib64gFs,Karma2zz,31,3374,st louis drill
5ZKdNe6j8vkgseAJ8odrTU,Scroodgee,31,116252,kavkaz
1FnXdcrVS4P3DLUiDbohHB,Chen Lei,31,19152,classic mandopop
3wzxasxU7kQxHPr0ky5rJq,Candyland,31,16117,complextro
7p8ahUHgDDCdDv552Kq2nH,CrocoJonny,31,3209,drill italiana
6GuRYj1MEnu1WZhDA2Xy0t,The London Suede,32,27167,britpop
76ses8Vy3hRpmyHgWl8lQm,Bachar Mar-Khalifé,32,32490,arab alternative
2FiRV4AeJUGaW98BhDIAKI,Tha Alkaholiks,32,132227,alternative hip hop
7Bew05FkOs0PKwsMEYeseg,Zawanbeats,32,9816,meyxana
07tYu4BGrfeogBobCefkHI,Les McCann,32,35603,jazz funk
1to02GbmzsvkwAWDtKNtwn,Faders,32,10558,full on
7L5HH5QtkDe7u2hJ1FUKFo,The Unicorns,32,83624,anti-folk
1isjL7whJKI0FmlHg73tH8,Mantra Yoga Music Oasis,32,13485,yoga
5XFVantXu2sd3CQ5xY1WW4,Roc Chen,32,3018,chinese soundtrack
6Ec85Uubz3lO7BIEvcBfZK,The Reverend Peyton's Big Damn Band,32,47975,deathgrass
1wLFDPkWkMl7bNZvhmhxsG,The Man Who,32,33013,modern alternative rock
35rRbEecpKHkVVYnp7RArh,ZYTOKINE,32,3959,touhou
0wQa1N4q3HmLwxqkpVcYhs,David Maxim Micic,33,79114,djent
3wFzTRAvCLEACzbRmgBEHx,Omeretta the Great,33,144110,trap queen
7lmde7T1WJPFwv1eR6melP,Superchunk,33,74663,alternative pop
3Lwh1bdPJLqalxEUH5RANE,Joseph McFashion,33,16205,detroit trap
5uv6BYoPhTJPZ9KE6QxyTo,Phillip Keveren & David Angell,33,8554,instrumental worship
2NtGOVTuHBMDfR5PMNPBGT,Dee Dee Sharp,33,35638,classic girl group
121Q6oslYCMBYZHhOFL1RB,Richard Hell,33,91798,early us punk
5LivRVTfsZa2k6FV0017fi,Zoi,33,45036,turbo folk
52y1cRHUkI0kQqIXCg6JuZ,Johnny Kidd & The Pirates,33,23890,british invasion
6H8jET1St5P6r0RywNOzDC,p2k dadiddy,33,5868,southern soul blues
1mjqymUKo7KbLtvfYD386t,Anchor + Bell,33,2793,indiecoustica
